GUID,NetVolume (m³),NetWeight (kg),OuterSurfaceArea (mm²),Area (mm²),Volume (m³),Area per tons (mm²),Net surface area (mm²),Volume (m³).1,Weight (kg),CenterOfGravityX (mm),CenterOfGravityZ (mm),CenterOfGravityY (mm),Height (mm),Length (mm),Width (mm),AnomalyFlag,Scores
3slOKoaMr6M9WrGCglCLJI,0.0001354187117132,1.06303688695039,69761.1583148174,72340.95318122809,0.0001354187117132,64887000.0,72000.00000000001,0.0,1.08,2065.9403210896644,28603.852197373475,2204.3767220593354,35.0,512.9,35,1,0.1728574004318216
3HYJ2uzQn118LP9u3FcsMp,0.0001354187117132,1.06303688695039,69761.1583148174,72340.95318122809,0.0001354187117132,64887000.0,72000.00000000001,0.0,1.08,2401.0615701773454,28603.852197373475,2262.625170899504,35.0,512.9,35,1,0.1716707193510875
3JO3ykb$D8Sf4U9c$kyUjK,0.0012542995806403,9.84545364910217,526618.6509671517,526618.6509671517,0.0012542995806403,53489000.0,527000.0,0.001,9.85,1240.045098834791,3427.119583321436,4173.170346844347,55.0,2388.9,55,1,0.1039310600094478
0BSUEfMCL93xCbFmG0eOZX,0.0012542995806403,9.84545364910217,526618.6509671517,526618.6509671517,0.0012542995806403,53489000.0,527000.0,0.001,9.85,4173.170346844347,3427.119583321436,3226.954902521695,55.0,2388.9,55,1,0.1139925354492547
1C0a27e2L5SxZGqAc4l3K1,0.0012542995806403,9.84545364910217,526618.6509671517,526618.6509671517,0.0012542995806403,53489000.0,527000.0,0.001,9.85,3226.954902521695,3427.119583321436,293.82965310362965,55.0,2388.9,55,1,0.1148406336116807
3qQ$jMXZn3AfLBm0udBmVJ,0.0012542995806403,9.84545364910217,526618.6509671517,526618.6509671517,0.0012542995806403,53489000.0,527000.0,0.001,9.85,293.82965310362965,3427.119583321436,1240.045098834791,55.0,2388.9,55,1,0.1076527255919307
0XWkn8G7LF3utQjEWUaFny,0.0004324715339643,3.3935060230401595,220410.90549524405,228131.03205175413,0.0004324715339643,64107999.99999999,228000.00000000003,0.0,3.44,2239.85925715052,23913.43669633569,1619.026407253333,40.0,1422.0,40,1,0.1962364944221121
3ZLduuJW1BZvfr9fAIAeS1,0.0004556344880619,3.57850718059998,235071.49072777003,240502.4447356986,0.0004556344880619,64107999.99999999,241000.00000000003,0.0,3.67,1652.773095914023,20937.814319885223,2240.388917989574,40.0,1516.6,40,1,0.2057468105445652
39RdLTBNTAZvGQdvC8zdom,0.0004556344880619,3.57850718059998,235071.49072777003,240502.4447356986,0.0004556344880619,64107999.99999999,241000.00000000003,0.0,3.67,2814.218133246284,20937.814319885223,2226.6110820083377,40.0,1516.6,40,1,0.2072782276609057
3FVeHt2Vf1QfjwE7jA_bYK,0.0004556344880619,3.57850718059998,235071.49072777003,240502.4447356986,0.0004556344880619,64107999.99999999,241000.00000000003,0.0,3.67,1652.773095914023,21907.814319878824,2240.388917989574,40.0,1516.6,40,1,0.2051469312529618
0EkHrIHin11Beh2be1$bY4,0.0004556344880619,3.57850718059998,235071.49072777003,240502.4447356986,0.0004556344880619,64107999.99999999,241000.00000000003,0.0,3.67,2814.218133246284,21907.814319878824,2226.6110820083377,40.0,1516.6,40,1,0.2057531538211622
0o2r5$Mkv1P9jL0E81c02_,0.0003647996459272,2.86367722021578,93299.9062833975,98431.9068224558,0.0003647996459272,32210000.000000004,98000.0,0.0,2.9,4640.222857750683,-2481.468214987957,-246.1703834839633,80.0,300.0,80,1,0.0625595912158346
0Va6q1N3LFmvbZO$jWCOIN,0.0003647996459272,2.86367722021578,93299.9062833975,98431.9068224558,0.0003647996459272,32210000.000000004,98000.0,0.0,2.9,4640.222857750683,-2481.468214987957,4713.170387681369,80.0,300.0,80,1,0.0570212349426813
06W40clbDFfhm0sHfVO$tu,0.0003647996459272,2.86367722021578,93299.9062833975,98431.9068224558,0.0003647996459272,32210000.000000004,98000.0,0.0,2.9,4704.242408582276,-2382.268470675885,-164.29518498386446,80.0,300.0,80,1,0.0676433906998522
0AXkmepJ9FivMCxRkU6hwd,0.0003647996459272,2.86367722021578,93299.9062833975,98431.9068224558,0.0003647996459272,32210000.000000004,98000.0,0.0,2.9,-83.94341762992438,-1489.4711149262048,-156.89064610479625,80.0,300.0,80,1,0.0746410028220103
2jraFe3Un198jvXw5pwt4R,0.0003647996459272,2.86367722021578,93299.9062833975,98431.9068224558,0.0003647996459272,32210000.000000004,98000.0,0.0,2.9,-83.94341762992438,-1489.4711149262048,4623.890645549372,80.0,300.0,80,1,0.0600833595549067
1cKED5Gm5F_Oi3ghDVc$YS,0.0003647996459272,2.86367722021578,93299.9062833975,98431.9068224558,0.0003647996459272,32210000.000000004,98000.0,0.0,2.9,-237.24241099462225,-2382.268470675885,4631.295187411534,80.0,300.0,80,1,0.0564820862108506
1yv7jRJvb6ZfQ0ydsNdCMJ,0.0003647996459272,2.86367722021578,93299.9062833975,98431.9068224558,0.0003647996459272,32210000.000000004,98000.0,0.0,2.9,4550.943132529831,-1489.4711149262048,4623.890645549372,80.0,300.0,80,1,0.0645504929295277
1yB0H_ZBb1dvK01QHb7Ope,0.0003647996459272,2.86367722021578,93299.9062833975,98431.9068224558,0.0003647996459272,32210000.000000004,98000.0,0.0,2.9,-147.96267047844918,-1390.2713929856188,-75.01544742368057,80.0,300.0,80,1,0.0742474432290287
0TeBE4ZMjF7PyBYJOvPxTx,0.0003647996459272,2.86367722021578,93299.9062833975,98431.9068224558,0.0003647996459272,32210000.000000004,98000.0,0.0,2.9,-173.22315663348937,-2481.468214987957,-246.1703834839633,80.0,300.0,80,1,0.0682792795635987
1$kWxJ$Jr4OQB20CabEa31,0.0003647996459272,2.86367722021578,93299.9062833975,98431.9068224558,0.0003647996459272,32210000.000000004,98000.0,0.0,2.9,-237.24241099462225,-2382.268470675885,-164.29518498386446,80.0,300.0,80,1,0.0729559647284338
33YTeE4wP04BARxvho3taL,0.0003647996459272,2.86367722021578,93299.9062833975,98431.9068224558,0.0003647996459272,32210000.000000004,98000.0,0.0,2.9,4550.943132529831,-1489.4711149262048,-156.89064610479625,80.0,300.0,80,1,0.0738963100568587
1wXwBXjY920fFUORFvaPwi,0.0003647996459272,2.86367722021578,93299.9062833975,98431.9068224558,0.0003647996459272,32210000.000000004,98000.0,0.0,2.9,4614.962669578866,-1390.2713929856188,-75.01544742368057,80.0,300.0,80,1,0.0726511325522728
2pSns3bJnD_h0npEviSBdf,0.0003647996459272,2.86367722021578,93299.9062833975,98431.9068224558,0.0003647996459272,32210000.000000004,98000.0,0.0,2.9,4614.962669578866,-1390.2713929856188,4542.0154497450585,80.0,300.0,80,1,0.0624502555208785
3DW29gCbH5YvoCXxBqAaa6,0.0003647996459272,2.86367722021578,93299.9062833975,98431.9068224558,0.0003647996459272,32210000.000000004,98000.0,0.0,2.9,4704.242408582276,-2382.268470675885,4631.295187411534,80.0,300.0,80,1,0.0574058467326139
3_2Rd2wtH3_BK5AcLEE3lY,0.0003647996459272,2.86367722021578,93299.9062833975,98431.9068224558,0.0003647996459272,32210000.000000004,98000.0,0.0,2.9,-173.22315663348937,-2481.468214987957,4713.170387681369,80.0,300.0,80,1,0.0542741161608386
3dYiLKzQnEdf1cEDov_HZz,0.0003647996459272,2.86367722021578,93299.9062833975,98431.9068224558,0.0003647996459272,32210000.000000004,98000.0,0.0,2.9,-147.96267047844918,-1390.2713929856188,4542.0154497450585,80.0,300.0,80,1,0.0585533749479455
3CwHVRkyX61xSXCVtVY6sD,0.0011511427180447,9.036470336658631,483433.6151809518,483433.6151809518,0.0011511427180447,53498000.00000001,483000.00000000006,0.001,9.04,602.456314860464,6424.564550862323,3084.906845903892,55.0,2192.7,55,1,0.1325248157088479
2dhe9Hfzf2pfmzBf8xq3Xu,0.0011511427180447,9.036470336658631,483433.6151809518,483433.6151809518,0.0011511427180447,53498000.00000001,483000.00000000006,0.001,9.04,1382.0931527470125,6424.564550862323,602.456314860464,55.0,2192.7,55,1,0.137475789937882
1pK6T$Zgv3vQaTZMjZen9D,0.0011511427180447,9.036470336658631,483433.6151809518,483433.6151809518,0.0011511427180447,53498000.00000001,483000.00000000006,0.001,9.04,3084.906845903892,6424.564550862323,3864.543687574792,55.0,2192.7,55,1,0.122802792595085
3vcz0T9Qj2J81MDW0vePqX,0.0011511427180447,9.036470336658631,483433.6151809518,483433.6151809518,0.0011511427180447,53498000.00000001,483000.00000000006,0.001,9.04,3864.543687574792,6424.564550862323,1382.0931527470125,55.0,2192.7,55,1,0.1389605423547398
0x96vKwgjFlhvcYhSqMYZO,0.0001720560905163,1.3506403105529798,87725.96788318844,91163.83711385413,0.0001720560905163,64107999.99999999,91000.0,0.0,1.37,4818.360127855,19388.52631376837,2205.296705999245,40.0,566.0000000000001,40,1,0.140382932931674
33YBU3itz5Zwv8LkqH8K1A,0.0001720560905163,1.3506403105529798,87725.96788318844,91163.83711385413,0.0001720560905163,64107999.99999999,91000.0,0.0,1.37,-351.43211932759255,19388.52631376837,2205.3828778602465,40.0,566.0000000000001,40,1,0.1399407232914312
1hQYcXTUfEaQviwcAKXCT6,0.0001720560905163,1.3506403105529798,87725.96788318844,91163.83711385413,0.0001720560905163,64107999.99999999,91000.0,0.0,1.37,-351.3604086952884,23388.52631376557,2205.296705999245,40.0,566.0000000000001,40,1,0.1431049386496844
2MtuhlTrXEYBXk1gdeoQDV,0.0009784023027484,7.680458076567529,494889.5226342981,512642.6932986028,0.0009784023027484,63512000.0,513000.00000000006,0.001,7.79,3257.484705863031,1228.672640838867,3255.2445385377177,45.0,2844.2,45,1,0.1306354716252237
3g9jjUjVfBcQlpAVCfm7l0,0.0009784023027484,7.680458076567529,494889.5226342981,512642.6932986028,0.0009784023027484,63512000.0,513000.00000000006,0.001,7.79,1211.9795547701008,1228.672640838867,3257.7088032769434,45.0,2844.2,45,1,0.1321761155291292
00EyBzWzLC58VminHjP04j,0.0009784023027484,7.680458076567529,494889.5226342981,512642.6932986028,0.0009784023027484,63512000.0,513000.00000000006,0.001,7.79,3255.0204411127675,1228.672640838867,1209.739385922414,45.0,2844.2,45,1,0.1289506530470756
0iZ6oRAiv7muYsHeEi12Ln,0.0009784023027484,7.680458076567529,494889.5226342981,512642.6932986028,0.0009784023027484,63512000.0,513000.00000000006,0.001,7.79,1209.5152907398851,1228.672640838867,1212.203649955742,45.0,2844.2,45,1,0.1304467836341299
0dHVWv5zv5p9pSpLgviuCu,0.0002537552263856,1.99,89769.41272157329,89769.41272157329,0.0002537552263856,45065000.00000001,90000.0,0.0,1.99,1627.5073030568794,24314.54663015009,2828.419420916504,310.0,194.1,6,1,0.1168409052120645
2v8qKFJ7T2sfnsMFVSyDUw,0.000134940813174,1.05928538341776,69514.96814490716,72087.52213773842,0.000134940813174,64887000.0,72000.00000000001,0.0,1.07,472.8515676300132,19670.53289010728,2599.409825609972,35.0,511.1,35,1,0.1591680221188912
1IaaIfZhT7BhOBMyzTmAcB,0.000134940813174,1.05928538341776,69514.96814490716,72087.52213773842,0.000134940813174,64887000.0,72000.00000000001,0.0,1.07,3994.148432158821,19670.53289010728,1868.5364399004293,35.0,511.1,35,1,0.1577316441520647
1qy1YDnsH689bWwl2Ql208,0.000134940813174,1.05928538341776,69514.96814490716,72087.52213773842,0.000134940813174,64887000.0,72000.00000000001,0.0,1.07,3994.365737443162,19670.53289010728,2599.3102483389125,35.0,511.1,35,1,0.1605143217604765
393IM_Ze9AeAn3QgvG39dv,0.000134940813174,1.05928538341776,69514.96814490716,72087.52213773842,0.000134940813174,64887000.0,72000.00000000001,0.0,1.07,472.8515676300132,23670.532890106777,2599.409825609972,35.0,511.1,35,1,0.1606488905918703
3OI8qqplf1auflvK_BpiYu,0.004099557719093,32.18152809567259,1040903.2889726298,1070665.1560148443,0.004099557719093,32053000.0,1071000.0,0.004,32.47,-91.67432399733669,-1331.7801392030308,-91.67432399733669,100.0,2669.0,100,-1,-0.09278423108774
1BMhQObNXF$QZkai1yTo49,0.004099557719093,32.18152809567259,1040903.2889726298,1070665.1560148443,0.004099557719093,32053000.0,1071000.0,0.004,32.47,-91.67432399733669,-1331.7801392030308,4558.674324572444,100.0,2669.0,100,-1,-0.1014084883964785
2tEnwXSaL6mAYfDTvk8RGz,0.004099557719093,32.18152809567259,1040903.2889726298,1070665.1560148443,0.004099557719093,32053000.0,1071000.0,0.004,32.47,4558.674324572444,-1331.7801392030308,4558.674324572444,100.0,2669.0,100,-1,-0.1017815014993958
053RUg$VvEpQhFbAd_tG_r,0.004099557719093,32.18152809567259,1040903.2889726298,1070665.1560148443,0.004099557719093,32053000.0,1071000.0,0.004,32.47,4558.674324572444,-1331.7801392030308,-91.67432399733669,100.0,2669.0,100,-1,-0.0987579891976168
0K5cpAvOLFoAXgieKxIXWi,0.0011511427180447,9.036470336658631,483433.6151809518,483433.6151809518,0.0011511427180447,53498000.00000001,483000.00000000006,0.001,9.04,564.2559300794193,6427.996106018194,1382.160329135173,55.0,2192.7,55,1,0.1341211040488538
24oEPz1Lr4EO13d_$9HqgE,0.0011511427180447,9.036470336658631,483433.6151809518,483433.6151809518,0.0011511427180447,53498000.00000001,483000.00000000006,0.001,9.04,3084.8396694793983,6427.996106018194,564.2559300794193,55.0,2192.7,55,1,0.1355833018613246
3GkgBZB1b9BwHXzSl3ihz5,0.0011511427180447,9.036470336658631,483433.6151809518,483433.6151809518,0.0011511427180447,53498000.00000001,483000.00000000006,0.001,9.04,3902.74407357329,6427.996106018194,3084.8396694793983,55.0,2192.7,55,1,0.137467053757227
0cQy9JhwvCWQbhxmV0rl_x,0.0011511427180447,9.036470336658631,483433.6151809518,483433.6151809518,0.0011511427180447,53498000.00000001,483000.00000000006,0.001,9.04,1382.160329135173,6427.996106018194,3902.74407357329,55.0,2192.7,55,1,0.1240500905440541
2yHkjowEXFLuLnWowTWtEF,0.0004324715339643,3.3935060230401595,220410.90549524405,228131.03205175413,0.0004324715339643,64107999.99999999,228000.00000000003,0.0,3.44,2227.167132161177,19913.43784842292,2847.973588352389,40.0,1422.0,40,1,0.1993336416454736
0$xWCLrmP03e0IGFnFxjGs,0.0004324715339643,3.3935060230401595,220410.90549524405,228131.03205175413,0.0004324715339643,64107999.99999999,228000.00000000003,0.0,3.44,2239.85925715052,19913.43784842292,1619.026407253333,40.0,1422.0,40,1,0.197925376879487
0z2J7QAGXB9eLjcf64lx_8,0.0005408774244796,4.2458877821652,225000.00000000003,228637.5662317639,0.0005408774244796,51486000.0,229000.00000000003,0.001,4.37,2809.0445295561726,23414.56373209021,2230.671381529376,50.0,1160.0,50,1,0.1475095353804614
3R_Wvxf6v3XRJlppp6A00Z,0.0007057346979948,5.54001737925682,359831.83893411,372047.3147340124,0.0007057346979948,64107999.99999999,372047.3147340124,0.001,5.609999999999999,2297.830246604943,13624.97833570883,3220.770997345704,40.0,2321.5,40,1,0.1526343999776194
0flNLUAd9FyBGjvrRa5Qy9,0.0007057346979948,5.54001737925682,359831.83893411,372047.3147340124,0.0007057346979948,64107999.99999999,372047.3147340124,0.001,5.609999999999999,2297.7291428108,13627.845551316594,1215.3285519615265,40.0,2321.5,40,1,0.1541262080582874
3LYp1CiQDB4hCudiKZRgnn,0.0007057346979948,5.54001737925682,359831.83893411,372047.3147340124,0.0007057346979948,64107999.99999999,372047.3147340124,0.001,5.609999999999999,1215.3285519615265,13627.845551316594,2169.270554344928,40.0,2321.5,40,1,0.1594899452248976
1O0ttMIQXEo9NftEuF$J8Z,0.0007057346979948,5.54001737925682,359831.83893411,372047.3147340124,0.0007057346979948,64107999.99999999,372047.3147340124,0.001,5.609999999999999,2169.169439818328,13624.97833570883,1246.2292444992954,40.0,2321.5,40,1,0.1542235176808983
3dxFbcl3D47w_SQyACk9e9,0.0007057346979948,5.54001737925682,359831.83893411,372047.3147340124,0.0007057346979948,64107999.99999999,372047.3147340124,0.001,5.609999999999999,2169.270554344928,13627.845551316594,3251.671747510652,40.0,2321.5,40,1,0.1542222220853322
0wIVcBoUf4pRXiyGsysamc,0.0007057346979948,5.54001737925682,359831.83893411,372047.3147340124,0.0007057346979948,64107999.99999999,372047.3147340124,0.001,5.609999999999999,3251.671747510652,13627.845551316594,2297.7291428108,40.0,2321.5,40,1,0.1587546766303736
0ruOj6LZrFi8lqvac5h8YG,0.0007057346979948,5.54001737925682,359831.83893411,372047.3147340124,0.0007057346979948,64107999.99999999,372047.3147340124,0.001,5.609999999999999,3220.770997345704,13624.97833570883,2169.169439818328,40.0,2321.5,40,1,0.1584601109334226
10yPmREMr42h50KUU5YQM9,0.0007057346979948,5.54001737925682,359831.83893411,372047.3147340124,0.0007057346979948,64107999.99999999,372047.3147340124,0.001,5.609999999999999,1246.2292444992954,13624.97833570883,2297.830246604943,40.0,2321.5,40,1,0.1596976256796282
1m3OpyT$11cRtGLEUlyrEy,0.0005594607421795,4.39176682610465,286384.40575443016,293393.3201660209,0.0005594607421795,63512000.0,293000.00000000006,0.001,4.5,2224.654713915679,18783.33385037796,1654.0025832368208,45.0,1645.9,45,1,0.1742838383169279
1udRBQfun5VeUw60iJXoyS,7.5933328996e-05,0.5960766326194611,25866.1773490993,28011.27333193068,7.5933328996e-05,42953999.99999999,28011.27333193068,0.0,0.6,-113.10624799493856,19450.78886115481,1989.4392947411343,60.0,111.0,60,1,0.1484716925314094
2eCRGiDoTAUOWVRwe3B9Sz,7.5933328996e-05,0.5960766326194611,25866.1773490993,28011.27333193068,7.5933328996e-05,42953999.99999999,28011.27333193068,0.0,0.6,-613.4196304175937,23450.78886115432,2098.243742556665,60.0,111.0,60,1,0.1414710775281496
0s0eiHnr57pBIy9OLxbXhX,7.5933328996e-05,0.5960766326194611,25866.1773490993,28011.27333193068,7.5933328996e-05,42953999.99999999,28011.27333193068,0.0,0.6,5080.419630406192,19450.78886115481,2098.243742556665,60.0,111.0,60,1,0.1302594580266737
3j7MsLpgP7mwHnOrDBZk78,7.5933328996e-05,0.5960766326194611,25866.1773490993,28011.27333193068,7.5933328996e-05,42953999.99999999,28011.27333193068,0.0,0.6,4580.106247978062,19450.78886115481,1989.4392947411343,60.0,111.0,60,1,0.1377330774106142
0daZSyvaTEIOwQyigzGU3U,7.5933328996e-05,0.5960766326194611,25866.1773490993,28011.27333193068,7.5933328996e-05,42953999.99999999,28011.27333193068,0.0,0.6,4580.106247978062,19450.80598070424,2477.5975292396506,60.0,111.0,60,1,0.1341205385809933
0amoLCSx93FA9hY7kp06Av,7.5933328996e-05,0.5960766326194611,25866.1773490993,28011.27333193068,7.5933328996e-05,42953999.99999999,28011.27333193068,0.0,0.6,5080.419630406192,19450.80598070424,2368.7619771551813,60.0,111.0,60,1,0.1289312285587044
23d7yflrb8h9016nacHWMT,7.5933328996e-05,0.5960766326194611,25866.1773490993,28011.27333193068,7.5933328996e-05,42953999.99999999,28011.27333193068,0.0,0.6,-113.10624799493856,19450.80598070424,2477.5975292396506,60.0,111.0,60,1,0.1448573826310886
1GEfk5DCP8fhrkOSIAk3u8,7.5933328996e-05,0.5960766326194611,25866.1773490993,28011.27333193068,7.5933328996e-05,42953999.99999999,28011.27333193068,0.0,0.6,-613.4196304175937,19450.78886115481,2098.243742556665,60.0,111.0,60,1,0.1436651189241999
2Ze2azynvCCOLzPLl9Ecj4,7.5933328996e-05,0.5960766326194611,25866.1773490993,28011.27333193068,7.5933328996e-05,42953999.99999999,28011.27333193068,0.0,0.6,-613.4196304175937,19450.80598070424,2368.7619771551813,60.0,111.0,60,1,0.1429146240335321
3XWCdmbkrEBA$QyQSa__zW,7.5933328996e-05,0.5960766326194611,25866.1773490993,28011.27333193068,7.5933328996e-05,42953999.99999999,28011.27333193068,0.0,0.6,-113.10624799493856,23450.78886115432,1989.4392947411343,60.0,111.0,60,1,0.146603859573093
2W2g0Ds5X79QDZrSP5zXe1,7.5933328996e-05,0.5960766326194611,25866.1773490993,28011.27333193068,7.5933328996e-05,42953999.99999999,28011.27333193068,0.0,0.6,-113.10624799493856,23450.80598067849,2477.5975292396506,60.0,111.0,60,1,0.1435842691227296
1l7FZh3RvCGuYuaBkMt5wG,7.5933328996e-05,0.5960766326194611,25866.1773490993,28011.27333193068,7.5933328996e-05,42953999.99999999,28011.27333193068,0.0,0.6,-613.4196304175937,23450.80598067849,2368.7619771551813,60.0,111.0,60,1,0.1413298515474186
2R6ufc0OX9FBj4LHmsxJaX,0.0005484166081973,4.30507037435077,277064.64874024305,286401.65010279376,0.0005484166081973,63531000.0,286000.00000000006,0.001,4.37,1090.5168214028258,23386.02129009668,2124.987398077504,50.0,1428.2,50,1,0.1470218988267413
0b0Mjp1ffAkv_yYB0Es4sc,0.0005484166081973,4.30507037435077,277064.64874024305,286401.65010279376,0.0005484166081973,63531000.0,286000.00000000006,0.001,4.37,1090.5168214028258,19386.02129009668,2124.987398077504,50.0,1428.2,50,1,0.1510719003605108
1cDvI6k312UQDYAAUYRL8A,0.0005484166081973,4.30507037435077,277064.64874024305,286401.65010279376,0.0005484166081973,63531000.0,286000.00000000006,0.001,4.37,3356.973734520537,19386.02129009668,2142.235889170778,50.0,1428.2,50,1,0.1530032940656323
0RHPMB5pz45RbHFqvPu8M1,0.0004730738442973,3.713629677276991,164175.12873353087,164175.12873353087,0.0004730738442973,44209000.00000001,164000.0,0.0,3.71,1642.6385990019512,20369.86860907244,1637.1966789210633,310.0,360.0,6,1,0.100415989280735
2vwHdxvtbAdQL9i9v6kU2g,0.0004730738442973,3.713629677276991,164175.12873353087,164175.12873353087,0.0004730738442973,44209000.00000001,164000.0,0.0,3.71,2824.361400991559,20369.86860907244,2829.8033210789367,310.0,360.0,6,1,0.0895061750195992
2SddV8M7P8Gg1woQrU1jfy,0.0002827153616739,2.2193155891392897,146794.53829441103,149374.54470187478,0.0002827153616739,64107999.99999999,149000.00000000003,0.0,2.29,2233.441722046017,25407.359252636365,1762.315985838186,40.0,947.1,40,1,0.1714693061575979
1HjqfougDCzuvkBo6vYmnP,0.0002827153616739,2.2193155891392897,146794.53829441103,149374.54470187478,0.0002827153616739,64107999.99999999,149000.00000000003,0.0,2.29,1762.315985838186,25407.359252636365,2233.519947961025,40.0,947.1,40,1,0.1719098323393842
3wtvMRSbP7n8PsT1$1LtMJ,0.0002827153616739,2.2193155891392897,146794.53829441103,149374.54470187478,0.0002827153616739,64107999.99999999,149000.00000000003,0.0,2.29,2233.519947961025,25407.359252636365,2704.661781483484,40.0,947.1,40,1,0.1713881553381228
0XvalNCej2RfR3uAtz6Ylo,0.0002827153616739,2.2193155891392897,146794.53829441103,149374.54470187478,0.0002827153616739,64107999.99999999,149000.00000000003,0.0,2.29,2704.661781483484,25407.359252636365,2233.441722046017,40.0,947.1,40,1,0.175619188019974
0C7SvRDlTDZAouQm6Z49gq,0.0011406724729394,8.954278912570999,479046.0838986152,479046.0838986152,0.0011406724729394,53498000.00000001,479046.0838986152,0.001,8.96,3092.2647991450854,5023.185340522729,4029.604988553859,55.0,2172.7,55,1,0.1192272048414504
3IKruXBfX38A9p6ReMn3iG,0.0011406724729394,8.954278912570999,479046.0838986152,479046.0838986152,0.0011406724729394,53498000.00000001,479046.0838986152,0.001,8.96,437.3980784874806,5023.185340522729,3092.2647991450854,55.0,2172.7,55,1,0.125160311001016
1Yp_aWnhXEHRmzYe8RtisI,0.0011406724729394,8.954278912570999,479046.0838986152,479046.0838986152,0.0011406724729394,53498000.00000001,479046.0838986152,0.001,8.96,1374.7358784394896,5023.185340522729,437.3980784874806,55.0,2172.7,55,1,0.1338853059904521
0ZKJ0CFK5AuwxQgUCzFcyR,0.0011406724729394,8.954278912570999,479046.0838986152,479046.0838986152,0.0011406724729394,53498000.00000001,479046.0838986152,0.001,8.96,4029.604988553859,5023.185340522729,1374.7358784394896,55.0,2172.7,55,1,0.131157209345798
32W__rHYf14heD7Kt6giP0,0.0009271685889862,7.278273423470901,475379.1061583911,488559.76150782703,0.0009271685889862,64107999.99999999,489000.00000000006,0.001,7.42,670.530794106094,7229.53432153617,2233.37352568765,40.0,3067.0,40,1,0.1229071396166566
0xNZP7dUDCXuvN5_O6SCmp,0.0009271685889862,7.278273423470901,475379.1061583911,488559.76150782703,0.0009271685889862,64107999.99999999,489000.00000000006,0.001,7.42,3796.46920879256,7229.53432153617,2233.6277641273978,40.0,3067.0,40,1,0.1232959593795456
21rLQ6KbXEMv3$Fuvw87g$,0.0009271685889862,7.278273423470901,475379.1061583911,488559.76150782703,0.0009271685889862,64107999.99999999,489000.00000000006,0.001,7.42,2233.6277641273978,7229.53432153617,670.530794106094,40.0,3067.0,40,1,0.1239313850741484
1P6PvCmIHDqBB8jFa6MPhk,0.0009271685889862,7.278273423470901,475379.1061583911,488559.76150782703,0.0009271685889862,64107999.99999999,489000.00000000006,0.001,7.42,2233.37352568765,7229.53432153617,3796.46920879256,40.0,3067.0,40,1,0.1120319410329392
1gQCYxFT12PB4lV9ZOhNEV,0.000191596131379,1.5040296313179098,100680.00384331902,102104.793242496,0.000191596131379,64887000.0,102000.0,0.0,1.55,2233.519947961025,26406.15254760259,2602.6304537084948,35.0,740.3,35,1,0.1666877340529616
1Gb7wXbVz9Ux_N$hu50NfB,0.000191596131379,1.5040296313179098,100680.00384331902,102104.793242496,0.000191596131379,64887000.0,102000.0,0.0,1.55,1864.3278157443008,26406.15254760259,2233.519947961025,35.0,740.3,35,1,0.1689461196541237
2lLVu3UJz6bB2ePJX519l6,0.000191596131379,1.5040296313179098,100680.00384331902,102104.793242496,0.000191596131379,64887000.0,102000.0,0.0,1.55,2233.441722046017,26406.15254760259,1864.3278157443008,35.0,740.3,35,1,0.1680663897125165
37uHlM7LT33ACeH_b3MiVa,0.000191596131379,1.5040296313179098,100680.00384331902,102104.793242496,0.000191596131379,64887000.0,102000.0,0.0,1.55,2602.6304537084948,26406.15254760259,2233.441722046017,35.0,740.3,35,1,0.1680889855392074
3l2Q4rVgvCtekYkf0YDEfi,0.0005365613184001,4.212006349435809,273575.67432877206,283008.69389482285,0.0005365613184001,64107999.99999999,283008.69389482285,0.001,4.270000000000001,1560.8492848687129,17467.692901952698,2171.642847726332,40.0,1765.0000000000002,40,1,0.1748358834268067
1EoetOVr5AsfpIVWqVi5Cd,0.0005365613184001,4.212006349435809,273575.67432877206,283008.69389482285,0.0005365613184001,64107999.99999999,283008.69389482285,0.001,4.270000000000001,2295.3571522736684,17467.692901952698,1560.8492848687129,40.0,1765.0000000000002,40,1,0.1750696827825698
08wcFTgCjAXwhOK06N$svJ,0.0005365613184001,4.212006349435809,273575.67432877206,283008.69389482285,0.0005365613184001,64107999.99999999,283008.69389482285,0.001,4.270000000000001,2171.642847726332,17467.692901952698,2906.150715131287,40.0,1765.0000000000002,40,1,0.1737537788699187
0uLQreiSPCHQStMYhciQgs,0.0005365613184001,4.212006349435809,273575.67432877206,283008.69389482285,0.0005365613184001,64107999.99999999,283008.69389482285,0.001,4.270000000000001,2906.150715131287,17467.692901952698,2295.3571522736684,40.0,1765.0000000000002,40,1,0.1773253326780912
0Q2ZXOBgP4rfu2WGCoaUBh,0.0005651860829681,4.4367107513067205,285878.9988673841,296424.90387858613,0.0005651860829681,63512000.0,296000.00000000006,0.001,4.5,1620.774738236738,18785.425213887724,2224.5614050122444,45.0,1643.0,45,1,0.1686106166167131
2S38YgoMLCIfjrhD7YUnQV,0.0005651860829681,4.4367107513067205,285878.9988673841,296424.90387858613,0.0005651860829681,63512000.0,296000.00000000006,0.001,4.5,2846.2252617632616,18785.425213887724,2242.438594987755,45.0,1643.0,45,1,0.1734465262293362
2hVHqb7sz7jgItCxjTRZka,0.0004271057725888,3.3543650252054795,220410.90549524405,225473.90543554464,0.0004271057725888,64107999.99999999,225000.00000000003,0.0,3.44,2227.167132161177,23913.176482684285,1654.226744186045,40.0,1422.2,40,1,0.1963751293859658
