"GUID","Product Name","Product Description","NetVolume (m³)","NetWeight (kg)","OuterSurfaceArea (mm²)","Area (mm²)","Volume (m³)","Area per tons (mm²)","Net surface area (mm²)","Volume (m³)","Weight (kg)","CenterOfGravityX (mm)","CenterOfGravityZ (mm)","CenterOfGravityY (mm)","Height (mm)","Length (mm)","Width (mm)"
"3spE3jn4v5ShmjGmf6oHcH","BEAM","L60*5","0.0013566093516454898","10.649383410419999","549721.6916397762","567386.946773576","0.0013566093516454898","50999000.00000001","567000.0000000001","0.001","10.78","165.97013772230272","2027.0663249552156","3238.327359161816","60","2359.3","60"
"2EYVEVBvb8x9a9iiAhBw5f","BEAM","L60*5","0.0013566093516454898","10.649383410419999","549721.6916397762","567386.946773576","0.0013566093516454898","50999000.00000001","567000.0000000001","0.001","10.78","4301.029862289568","2027.0663249552156","1228.672640838867","60","2359.3","60"
"2DFlXQafj2uhAM6uzIaXj7","BEAM","L35*4","0.0003340604151829514","2.622374259187311","172091.73839742207","177681.2504758039","0.0003340604151829514","64887000","178000.00000000003","0","2.65","3404.681632144017","4249.10969753114","2234.3776246238076","35","1265.4","35"
"0A17kPXlP9NfibzhFXrZok","BEAM","L35*4","0.0003340604151829514","2.622374259187311","172091.73839742207","177681.2504758039","0.0003340604151829514","64887000","178000.00000000003","0","2.65","2234.3776246238076","4249.10969753114","1062.318364904769","35","1265.4","35"
"292gQfn3TAlwuXIfgKq4r$","BEAM","L35*4","0.0003340604151829514","2.622374259187311","172091.73839742207","177681.2504758039","0.0003340604151829514","64887000","178000.00000000003","0","2.65","1062.318364904769","4249.10969753114","2232.622386297352","35","1265.4","35"
"2qb$OjD852IRxyCjdl7nOP","BEAM","L35*4","0.0003340604151829514","2.622374259187311","172091.73839742207","177681.2504758039","0.0003340604151829514","64887000","178000.00000000003","0","2.65","2232.622386297352","4249.10969753114","3404.681632144017","35","1265.4","35"
"1SCoqshlTBAPh6IYii1j0c","BEAM","L40*4","0.0007569411043188097","5.94198766889826","385940.36867677805","398998.05490474496","0.0007569411043188097","64107999.99999999","399000.00000000006","0.001","6.02","2295.1149791268926","12355.943398145624","1100.9559886900172","40","2489.9","40"
"1oTl23sM19e878iSAm78xu","BEAM","L40*4","0.0007569411043188097","5.94198766889826","385940.36867677805","398998.05490474496","0.0007569411043188097","64107999.99999999","399000.00000000006","0.001","6.02","1100.9559886900172","12355.943398145624","2171.885020873107","40","2489.9","40"
"3VFcuQGIvBhAQjnhQwz4RH","BEAM","L40*4","0.0007569411043188097","5.94198766889826","385940.36867677805","398998.05490474496","0.0007569411043188097","64107999.99999999","399000.00000000006","0.001","6.02","3366.0440113099826","12355.943398145624","2295.1149791268926","40","2489.9","40"
"0SY9NzbAXASgHGonvkWezG","BEAM","L40*4","0.0007569411043188097","5.94198766889826","385940.36867677805","398998.05490474496","0.0007569411043188097","64107999.99999999","399000.00000000006","0.001","6.02","2171.885020873107","12355.943398145624","3366.0440113099826","40","2489.9","40"
"024OroyDjCbAeME6s9GX6Q","BEAM","L60*5","0.001492949387269565","11.7196526900613","604969.0441152669","624294.0920777816","0.001492949387269565","50999000.00000001","624000","0.002","11.860000000000001","3368.423414156132","425.99569843014274","22.20696324221982","60","2596.4","60"
"2iouL$_118iuxU7CSDrXaT","BEAM","L60*5","0.001492949387269565","11.7196526900613","604969.0441152669","624294.0920777816","0.001492949387269565","50999000.00000001","624000","0.002","11.860000000000001","4444.7930318205","425.99569843014274","3368.423414156132","60","2596.4","60"
"1cnzkULdr8hBhshWHEuuQi","BEAM","L60*5","0.001492949387269565","11.7196526900613","604969.0441152669","624294.0920777816","0.001492949387269565","50999000.00000001","624000","0.002","11.860000000000001","22.20696324221982","426.0777685285723","1098.5198958613944","60","2596.4","60"
"02JoAm_M5CnPTDoVHO1Fhg","BEAM","L60*5","0.001492949387269565","11.7196526900613","604969.0441152669","624294.0920777816","0.001492949387269565","50999000.00000001","624000","0.002","11.860000000000001","1098.5198958613944","425.99569843014274","4444.7930318205","60","2596.4","60"
"1XxIzF79TAp9ktp5Z9KOEo","BEAM","L40*4","0.000432471533964302","3.39490154161883","220503.57987986002","228224.5968235426","0.000432471533964302","64107999.99999999","228000.00000000003","0","3.44","2227.2011668948353","23912.932121457477","2844.9767658556734","40","1422.6","40"
"3I1EBWiG97kOKaHCeNJWGg","BEAM","L40*4","0.000432471533964302","3.39490154161883","220503.57987986002","228224.5968235426","0.000432471533964302","64107999.99999999","228000.00000000003","0","3.44","2844.9767658556734","23912.932121457477","2239.7965507157855","40","1422.6","40"
"3gNIBL9551_vGOqPftqRi8","BEAM","O30*2.6","0.000014532925175210542","0.114083462625513","6569.8750416558605","12000.971742752135","0.000014532925175210542","57588000","7000.000000000001","0","0.12000000000000001","5076.620466514195","19434.00008147847","2265.9982191074246","30","68","30"
"0cWlAvHJzBAelhmefV0nMF","BEAM","O30*2.6","0.000014532925175210542","0.114083462625513","6569.8750416558605","12000.971742752135","0.000014532925175210542","57588000","7000.000000000001","0","0.12000000000000001","-609.7804665242198","19434.00008147847","2200.9982191074123","30","68","30"
"2FgpNdRY51hBwF5caV3GIf","BEAM","O30*2.6","0.000014532925175210542","0.114083462625513","6569.8750416558605","12000.971742752135","0.000014532925175210542","57588000","7000.000000000001","0","0.12000000000000001","-609.7804665242198","23434.000081470673","2200.9982191074123","30","68","30"
"1xyvOCMjfAnQLo4dfmCleY","BEAM","O30*2.6","0.000014532925175210542","0.114083462625513","6569.8750416558605","12000.971742752135","0.000014532925175210542","57588000","7000.000000000001","0","0.12000000000000001","-109.3104667658918","19434.00008147847","2266.013771244133","30","68","30"
"0ZC3Z_eDn3dQ_3PkySFWPW","BEAM","O30*2.6","0.000014532925175210542","0.114083462625513","6569.8750416558605","12000.971742752135","0.000014532925175210542","57588000","7000.000000000001","0","0.12000000000000001","4576.3104667558855","19434.00008147847","2266.013771244133","30","68","30"
"3Yebe5g0f8f89pYJz3fgYo","BEAM","O30*2.6","0.000014532925175210542","0.114083462625513","6569.8750416558605","12000.971742752135","0.000014532925175210542","57588000","7000.000000000001","0","0.12000000000000001","-109.4704667658918","19434.00008147847","2201.013771244133","30","68","30"
"25gF5LNRzBQxmu3SNk8FW1","BEAM","O30*2.6","0.000014532925175210542","0.114083462625513","6569.8750416558605","12000.971742752135","0.000014532925175210542","57588000","7000.000000000001","0","0.12000000000000001","4576.470466755885","19434.00008147847","2201.013771244133","30","68","30"
"223VvUrxbCIO4su5oGWD36","BEAM","O30*2.6","0.000014532925175210542","0.114083462625513","6569.8750416558605","12000.971742752135","0.000014532925175210542","57588000","7000.000000000001","0","0.12000000000000001","-109.4704667658918","23434.000081470673","2201.013771244133","30","68","30"
"2IXVBlIbb1aPJI3ET8iOGE","BEAM","O30*2.6","0.000014532925175210542","0.114083462625513","6569.8750416558605","12000.971742752135","0.000014532925175210542","57588000","7000.000000000001","0","0.12000000000000001","-109.3104667658918","23434.000081470673","2266.013771244133","30","68","30"
"2GW36$w1T608A0Jw5MBmWO","BEAM","O30*2.6","0.000014532925175210542","0.114083462625513","6569.8750416558605","12000.971742752135","0.000014532925175210542","57588000","7000.000000000001","0","0.12000000000000001","-609.6204665187489","23434.000081470673","2265.9982191074246","30","68","30"
"2IA0QajIPBzRmwm9MTM2Sm","BEAM","O30*2.6","0.000014532925175210542","0.114083462625513","6569.8750416558605","12000.971742752135","0.000014532925175210542","57588000","7000.000000000001","0","0.12000000000000001","-609.6204665187489","19434.00008147847","2265.9982191074246","30","68","30"
"3AdXed9ED4D9i_MIODEh34","BEAM","O30*2.6","0.000014532925175210542","0.114083462625513","6569.8750416558605","12000.971742752135","0.000014532925175210542","57588000","7000.000000000001","0","0.12000000000000001","5076.780466514205","19434.00008147847","2200.9982191074123","30","68","30"
"0560gDgJ905ufbUAb_Btgd","BEAM","L45*4","0.0009744581620239059","7.64949657189115","492894.52127843606","510578.8987332712","0.0009744581620239059","63512000","511000.00000000006","0.001","7.76","2159.279355716915","10979.257830842298","1009.30588521107","45","2832.7","45"
"3JpYEE6YP81v_jXAWweWSl","BEAM","L45*4","0.0009744581620239059","7.64949657189115","492894.52127843606","510578.8987332712","0.0009744581620239059","63512000","511000.00000000006","0.001","7.76","3457.6941147512325","10979.257830842298","2159.279355716915","45","2832.7","45"
"2GcCk2ezT7cBr$wBhNte3h","BEAM","L45*4","0.0009744581620239059","7.64949657189115","492894.52127843606","510578.8987332712","0.0009744581620239059","63512000","511000.00000000006","0.001","7.76","1009.30588521107","10979.257830842298","2307.720644250203","45","2832.7","45"
"2OsS1lPcDDWvd_nV7fdtk$","BEAM","L45*4","0.0009744581620239059","7.64949657189115","492894.52127843606","510578.8987332712","0.0009744581620239059","63512000","511000.00000000006","0.001","7.76","2307.720644250203","10979.257830842298","3457.6941147512325","45","2832.7","45"
"3ZgUYhWYrChh0ie5ULPUS5","BEAM","L35*4","0.00028742472014195783","2.25628405311226","148067.28812975704","152950.2000752845","0.00028742472014195783","64887000","153000.00000000003","0","2.29","2233.441722046017","7248.872965837933","1234.571368030587","35","1088.7","35"
"1PLw$vFN1A_8x_I63acz4t","BEAM","L35*4","0.00028742472014195783","2.25628405311226","148067.28812975704","152950.2000752845","0.00028742472014195783","64887000","153000.00000000003","0","2.29","2233.5199479610255","7248.872965837933","3232.42862446054","35","1088.7","35"
"2k0JrxzwfBSO7yfVby8HB2","BEAM","L35*4","0.00028742472014195783","2.25628405311226","148067.28812975704","152950.2000752845","0.00028742472014195783","64887000","153000.00000000003","0","2.29","1234.571368030587","7248.872965837933","2233.5199479610255","35","1088.7","35"
"1mq$All613zu1EEMmsKWYY","BEAM","L35*4","0.00028742472014195783","2.25628405311226","148067.28812975704","152950.2000752845","0.00028742472014195783","64887000","153000.00000000003","0","2.29","3232.42862446054","7248.872965837933","2233.441722046017","35","1088.7","35"
"1DH7BDmG903eGes$bvNf_I","BEAM","L35*4","0.00038082999738812306","2.98951547949635","196185.16084439203","202483.30164519214","0.00038082999738812306","64887000","202000.00000000003","0","3.02","2232.622386297352","1251.6296330668965","881.9119517629953","35","1442.5000000000002","35"
"26idgDyJf5HhOQy6IvoM2w","BEAM","L35*4","0.00038082999738812306","2.98951547949635","196185.16084439203","202483.30164519214","0.00038082999738812306","64887000","202000.00000000003","0","3.02","881.6878591478072","1251.6296330668965","2234.5530275668766","35","1442.5000000000002","35"
"0nOCsXz4z2_efzbBRBCWUa","BEAM","L35*4","0.00038082999738812306","2.98951547949635","196185.16084439203","202483.30164519214","0.00038082999738812306","64887000","202000.00000000003","0","3.02","2234.3776246238076","1251.6296330668965","3585.5362367327257","35","1442.5000000000002","35"
"3JBPBmt2TBc8hmXw02u7Sd","BEAM","L35*4","0.00038082999738812306","2.98951547949635","196185.16084439203","202483.30164519214","0.00038082999738812306","64887000","202000.00000000003","0","3.02","3585.3121374491757","1251.6296330668965","2232.895160928824","35","1442.5000000000002","35"
"1ON9iARd10SBwwc_d6$lXw","BEAM","PL6*310","0.0004730738442973796","3.7136296772769906","164175.12873353087","164175.12873353087","0.0004730738442973796","44209000.00000001","164000","0","3.71","2824.361400991559","20369.868609072433","1637.1966789210633","310","360","6"
"1aouZu9YrCB8op$agfjFfd","BEAM","PL6*310","0.0004730738442973796","3.7136296772769906","164175.12873353087","164175.12873353087","0.0004730738442973796","44209000.00000001","164000","0","3.71","1642.6385990019512","20369.868609072433","2829.8033210789367","310","360","6"
"39a8pZqeb58ucLWrNyyl9p","BEAM","L40*4","0.00028599128719028277","2.2450316044421905","145817.92716338902","151129.73010012828","0.00028599128719028277","64107999.99999999","151000.00000000003","0","2.27","4183.506589932948","19388.52631376837","2290.7136129516534","40","940.8","40"
"3kFLqp1qX67efwaKw54TrS","BEAM","L40*4","0.00028599128719028277","2.2450316044421905","145817.92716338902","151129.73010012828","0.00028599128719028277","64107999.99999999","151000.00000000003","0","2.27","283.4931015669022","23388.52631376557","2290.7136129516534","40","940.8","40"
"193uxPk7180hxSucBkf5zc","BEAM","L40*4","0.00028599128719028277","2.2450316044421905","145817.92716338902","151129.73010012828","0.00028599128719028277","64107999.99999999","151000.00000000003","0","2.27","283.4931015669022","19388.52631376837","2290.7136129516534","40","940.8","40"
"34I6lSkm5E9Rn16BSOtAoq","BEAM","L40*4","0.000643860191764127","5.05430250535085","328283.98189456214","339481.7851388139","0.000643860191764127","64107999.99999999","339000","0.001","5.119999999999999","3136.517408734981","14907.163250384237","2296.8356819225396","40","2117.9","40"
"3kttauKl96tv4i$YDXhgx7","BEAM","L40*4","0.000643860191764127","5.05430250535085","328283.98189456214","339481.7851388139","0.000643860191764127","64107999.99999999","339000","0.001","5.119999999999999","2296.8356819225396","14907.163250384237","1330.4828896086324","40","2117.9","40"
"230Qw6QFj2XQYYTZeY8pTK","BEAM","L40*4","0.000643860191764127","5.05430250535085","328283.98189456214","339481.7851388139","0.000643860191764127","64107999.99999999","339000","0.001","5.119999999999999","2170.164318039992","14907.163250384237","3136.517408734981","40","2117.9","40"
"3GQe37pNj9x8sF2otzVXaM","BEAM","L40*4","0.000643860191764127","5.05430250535085","328283.98189456214","339481.7851388139","0.000643860191764127","64107999.99999999","339000","0.001","5.119999999999999","1330.4828896086324","14907.163250384237","2170.164318039992","40","2117.9","40"
"1dYDXdwlfFz9gkSzXKSqxV","BEAM","L100*8","0.009284205692126487","72.88101468400322","2357317.7651072005","2420833.89899206","0.009284205692126487","32053000","2421000","0.01","73.55","3629.265413692453","8995.00778409528","3629.265413692453","100","6044.4","100"
"26QmiWXvPEtPujCVoJN1Za","BEAM","L100*8","0.009284205692126487","72.88101468400322","2357317.7651072005","2420833.89899206","0.009284205692126487","32053000","2421000","0.01","73.55","837.7344646867358","8995.00778409528","3629.265413692453","100","6044.4","100"
"0IvNjmZYL17OkjEOjUyph7","BEAM","L100*8","0.009284205692126487","72.88101468400322","2357317.7651072005","2420833.89899206","0.009284205692126487","32053000","2421000","0.01","73.55","3629.265413692453","8995.00778409528","837.7344646867358","100","6044.4","100"
"2Eem_BYBL9HwihLakf1Aim","BEAM","L100*8","0.009284205692126487","72.88101468400322","2357317.7651072005","2420833.89899206","0.009284205692126487","32053000","2421000","0.01","73.55","837.7344646867358","8995.00778409528","837.7344646867358","100","6044.4","100"
"3tpHf7FQz7SuaCc7p9h2VS","BEAM","L40*4","0.0004556344880619136","3.57673073129002","235071.49072777005","240374.23348805326","0.0004556344880619136","64107999.99999999","240000.00000000003","0","3.67","2814.2181332462837","22877.560607837335","2226.3297367498044","40","1516.6","40"
"22NhEg9QD1xeFclPk5q3IK","BEAM","L40*4","0.0004610491560286012","3.61923587481213","235071.49072777005","243265.45054127774","0.0004610491560286012","64107999.99999999","243000.00000000003","0","3.67","2240.4293926905175","20937.925301363735","1619.026407253333","40","1516.6","40"
"3xUc4IaOv3bvPh5AeMVtPi","BEAM","L40*4","0.0004610491560286012","3.61923587481213","235071.49072777005","243265.45054127774","0.0004610491560286012","64107999.99999999","243000.00000000003","0","3.67","2226.5713815174313","20937.925301363735","2847.9735883523886","40","1516.6","40"
"2pgBIxk6T5kRWtd0hoTt0U","BEAM","L45*4","0.001046007289298058","8.211157220986129","529085.0671736391","548017.3955627754","0.001046007289298058","63512000","548017.3955627754","0.001","8.33","2305.252038918997","9502.403282320143","842.8860769151679","45","3040.7","45"
"2$XWfVznn2tuJc2uCLn4FU","BEAM","L45*4","0.001046007289298058","8.211157220986129","529085.0671736391","548017.3955627754","0.001046007289298058","63512000","548017.3955627754","0.001","8.33","3624.1139230081353","9502.403282320143","2305.252038918997","45","3040.7","45"
"35YGPUgiL9B9v0L9nFitDL","BEAM","L45*4","0.001046007289298058","8.211157220986129","529085.0671736391","548017.3955627754","0.001046007289298058","63512000","548017.3955627754","0.001","8.33","842.8860769151679","9502.403282320143","2161.7479610442397","45","3040.7","45"
"0eFEUyd51ESQv_CgpCG_qg","BEAM","L45*4","0.001046007289298058","8.211157220986129","529085.0671736391","548017.3955627754","0.001046007289298058","63512000","548017.3955627754","0.001","8.33","2161.7479610442397","9502.403282320143","3624.1139230081353","45","3040.7","45"
"19B9NsX5978vOKa_nfMyHf","BEAM","L45*4","0.00039560000000006274","3.10546000000566","200099.99425000005","207688.0000000399","0.00039560000000006274","63512000","208000.00000000003","0","3.15","2233.441722046017","20387.272708857934","1614.772897344971","45","1150.0000000000002","45"
"2v9uzK_DjDkPjLeZ5h_Jn3","BEAM","L45*4","0.00039560000000006274","3.10546000000566","200099.99425000005","207688.0000000399","0.00039560000000006274","63512000","208000.00000000003","0","3.15","1654.226744186045","20362.726744186046","2233.5199479610255","45","1150.0000000000002","45"
"0pxRbbEg13Ah9eNW6AtVlE","BEAM","L45*4","0.00039560000000006274","3.10546000000566","200099.99425000005","207688.0000000399","0.00039560000000006274","63512000","208000.00000000003","0","3.15","2812.773255815732","24387.273255815653","2233.5199479610255","45","1150.0000000000002","45"
"0UXSpUUGnDmgEKJGPp6xbs","BEAM","L45*4","0.00039560000000006274","3.10546000000566","200099.99425000005","207688.0000000399","0.00039560000000006274","63512000","208000.00000000003","0","3.15","2812.773255815732","20362.726744186046","2233.5199479610255","45","1150.0000000000002","45"
"0ab890tNn728J43vMtdiz7","BEAM","L45*4","0.00039560000000006274","3.10546000000566","200099.99425000005","207688.0000000399","0.00039560000000006274","63512000","208000.00000000003","0","3.15","2233.441722046017","20387.272708857934","2852.227102654996","45","1150.0000000000002","45"
"2ju9wSrW1Aq9QfPwnF_xbF","BEAM","L45*4","0.00039560000000006274","3.10546000000566","200099.99425000005","207688.0000000399","0.00039560000000006274","63512000","208000.00000000003","0","3.15","1654.226744186045","24387.273255815653","2233.5199479610255","45","1150.0000000000002","45"
"0CS1HAB51BywEYs$bkC14c","BEAM","L55*5","0.0012542995806403357","9.846251708023999","526661.2528400071","526661.2528400071","0.0012542995806403357","53489000","527000","0.001","9.850000000000001","4135.076789050215","3423.688136157181","1239.9376705069471","55","2389.1","55"
"2rKIm$k3DBkh$GFcC5NVsn","BEAM","L55*5","0.0012542995806403357","9.846251708023999","526661.2528400071","526661.2528400071","0.0012542995806403357","53489000","527000","0.001","9.850000000000001","331.9232234184225","3423.688136157181","3227.062330999032","55","2389.1","55"
"0PGxvq$HPCMO89gwyOTn0i","BEAM","L55*5","0.0012542995806403357","9.846251708023999","526661.2528400071","526661.2528400071","0.0012542995806403357","53489000","527000","0.001","9.850000000000001","1239.9376705069471","3423.688136157181","331.9232234184225","55","2389.1","55"
"2JP$eVuBP1lfriCYvcUwGh","BEAM","L55*5","0.0012542995806403357","9.846251708023999","526661.2528400071","526661.2528400071","0.0012542995806403357","53489000","527000","0.001","9.850000000000001","3227.062330999032","3423.688136157181","4135.076789050215","55","2389.1","55"
"3CoA7LlQ5BGfGMmiKwMYva","BEAM","L40*4","0.0010912361024430295","8.56620340413574","559031.9508369309","574911.0843803107","0.0010912361024430295","64107999.99999999","575000.0000000001","0.001","8.719999999999999","4066.8464787483076","4229.788474507146","2233.441722046017","40","3606.7","40"
"3FqdU9FGz3lv$CfVHEesxS","BEAM","L40*4","0.0010912361024430295","8.56620340413574","559031.9508369309","574911.0843803107","0.0010912361024430295","64107999.99999999","575000.0000000001","0.001","8.719999999999999","2233.441722046017","4229.788474507146","400.15351984638096","40","3606.7","40"
"0dZt9_Y4rCqQ4quMkCEayt","BEAM","L40*4","0.0005974217104475482","4.689760427008121","304606.466566613","315040.47918304004","0.0005974217104475482","64107999.99999999","315040.47918304004","0.001","4.75","1449.5391276641924","16230.61087059405","2169.6709580711","40","1965.2","40"
