"GUID","Product Name","Product Description","NetVolume (m³)","NetWeight (kg)","OuterSurfaceArea (mm²)","Area (mm²)","Volume (m³)","Area per tons (mm²)","Net surface area (mm²)","Volume (m³)","Weight (kg)","CenterOfGravityX (mm)","CenterOfGravityZ (mm)","CenterOfGravityY (mm)","Height (mm)","Length (mm)","Width (mm)"
"1l7yHxgrzDiPTuIoMfi4X3","BEAM","L40*4","0.0005974217104475482","4.689760427008121","304606.466566613","315040.47918304004","0.0005974217104475482","64107999.99999999","315040.47918304004","0.001","4.75","2169.6709580711","16230.61087059405","3017.460875448718","40","1965.2","40"
"12rrCIMMbDHPo8P$FBzHGm","BEAM","L40*4","0.0005974217104475482","4.689760427008121","304606.466566613","315040.47918304004","0.0005974217104475482","64107999.99999999","315040.47918304004","0.001","4.75","2297.32863394221","16230.61087059405","1449.5391276641924","40","1965.2","40"
"0565qcZpD15BJ32Xza1M8G","BEAM","L40*4","0.0005974217104475482","4.689760427008121","304606.466566613","315040.47918304004","0.0005974217104475482","64107999.99999999","315040.47918304004","0.001","4.75","3017.460875448718","16230.61087059405","2297.32863394221","40","1965.2","40"
"3EYOFpXTvAqxVORyzQ5nVQ","BEAM","L60*5","0.0014930905913226183","11.720761141891096","605026.2624521999","624353.029421656","0.0014930905913226183","50999000.00000001","624000","0.002","11.860000000000001","3368.5363633478896","422.3854443858289","4403.649209715206","60","2596.7","60"
"0OvNRJpf16kgVX$M9Cwt3q","BEAM","L60*5","0.0014930905913226183","11.720761141891096","605026.2624521999","624353.029421656","0.0014930905913226183","50999000.00000001","624000","0.002","11.860000000000001","63.35079156534998","422.3854443858289","3368.5363633478896","60","2596.7","60"
"0wmbgb5E93n9XTnFGblBPG","BEAM","L60*5","0.0014930905913226183","11.720761141891096","605026.2624521999","624353.029421656","0.0014930905913226183","50999000.00000001","624000","0.002","11.860000000000001","4403.649209715206","422.3854443858289","1098.4636385139474","60","2596.7","60"
"3afzWgy0TAH8EwWXs74OUi","BEAM","L60*5","0.0014930905913226183","11.720761141891096","605026.2624521999","624353.029421656","0.0014930905913226183","50999000.00000001","624000","0.002","11.860000000000001","1098.4636385139474","422.3854443858289","63.35079156534998","60","2596.7","60"
"2S9LwrsvbD9ulJJGdHRuuQ","BEAM","L35*4","0.0003191848288552502","2.5056009065095197","164428.557144774","169792.6819686347","0.0003191848288552502","64887000","170000.00000000003","0","2.53","2173.34976594495","26903.845552541807","2576.731315694428","35","1209","35"
"2XcEQ3V_v3kvsY2UIVMGoT","BEAM","L35*4","0.0003191848288552502","2.5056009065095197","164428.557144774","169792.6819686347","0.0003191848288552502","64887000","170000.00000000003","0","2.53","2576.731315694428","26903.845552541807","2293.598506482805","35","1209","35"
"3bx6dWM$vCxwVOdifKXi4r","BEAM","L35*4","0.0003191848288552502","2.5056009065095197","164428.557144774","169792.6819686347","0.0003191848288552502","64887000","170000.00000000003","0","2.53","2293.6003977978057","26903.845552541807","1890.2143383975033","35","1209","35"
"0Q_hRwskH4y8W3L$gxUa9f","BEAM","L35*4","0.0003191848288552502","2.5056009065095197","164428.557144774","169792.6819686347","0.0003191848288552502","64887000","170000.00000000003","0","2.53","1890.2143383975033","26903.845552541807","2173.4014947979967","35","1209","35"
"312agR6qj6vxaC1qMEAaJJ","BEAM","L40*4","0.0004271057725888528","3.3527803148147193","220410.90549524405","225368.22644773798","0.0004271057725888528","64107999.99999999","225000.00000000003","0","3.44","1652.7730959140233","19913.347240144027","2239.7965507157855","40","1422","40"
"2YvyBaojD5JulDaHSkbCp4","BEAM","L40*4","0.0004271057725888528","3.3527803148147193","220410.90549524405","225368.22644773798","0.0004271057725888528","64107999.99999999","225000.00000000003","0","3.44","2814.2181332462837","19913.347240144027","2227.2011668948353","40","1422","40"
"2riB$S9qn4TQ8wVQVAZi7M","BEAM","L40*4","0.0007488942417257155","5.878819797546989","381837.527520183","394762.8640661125","0.0007488942417257155","64107999.99999999","395000.00000000006","0.001","5.96","1344.7307358265189","4227.416315789475","1343.504620315315","40","2463.5000000000005","40"
"3KUcrRaYPFLuYMdlK77A3$","BEAM","L40*4","0.0007488942417257155","5.878819797546989","381837.527520183","394762.8640661125","0.0007488942417257155","64107999.99999999","395000.00000000006","0.001","5.96","1343.504620315315","4227.416315789475","3122.2692790786896","40","2463.5000000000005","40"
"2TA2fpc8DA9PsAV7OB2_qt","BEAM","L40*4","0.0007488942417257155","5.878819797546989","381837.527520183","394762.8640661125","0.0007488942417257155","64107999.99999999","395000.00000000006","0.001","5.96","3123.4953777380165","4227.416315789475","1344.7307358265189","40","2463.5000000000005","40"
"3u5pwJyvr4Ah94j0HxVgGK","BEAM","L40*4","0.0007488942417257155","5.878819797546989","381837.527520183","394762.8640661125","0.0007488942417257155","64107999.99999999","395000.00000000006","0.001","5.96","3122.2692790786896","4227.416315789475","3123.4953777380165","40","2463.5000000000005","40"
"2ZOiSqDGT1ZxKoZ3ja_w2m","BEAM","L45*4","0.001046007289298058","8.211157220986129","529124.5894300439","548058.2806568753","0.001046007289298058","63512000","548017.3955627754","0.001","8.33","2161.891472738148","9499.369017601382","876.1142841174635","45","3040.9","45"
"3XGTyJR7b8rw35PCdeCFq3","BEAM","L45*4","0.001046007289298058","8.211157220986129","529124.5894300439","548058.2806568753","0.001046007289298058","63512000","548017.3955627754","0.001","8.33","876.1142841174635","9499.369017601382","2305.108527225332","45","3040.9","45"
"1n6gX9Bjb94QTkmmqY3Xq2","BEAM","L45*4","0.001046007289298058","8.211157220986129","529124.5894300439","548058.2806568753","0.001046007289298058","63512000","548017.3955627754","0.001","8.33","2305.108527225332","9499.369017601382","3590.8857158363994","45","3040.9","45"
"3Tnezy9HH2CwWMApzLC_1E","BEAM","L45*4","0.001046007289298058","8.211157220986129","529124.5894300439","548058.2806568753","0.001046007289298058","63512000","548017.3955627754","0.001","8.33","3590.8857158363994","9499.369017601382","2161.891472738148","45","3040.9","45"
"3eENGwjxT16fzZQ44vJlil","BEAM","L100*65*7","0.0008023246534726256","6.29824852976829","238362.44242795906","241852.37199079283","0.0008023246534726256","36510000","242000.00000000003","0.001","6.53","-92.77385978758969","19384.84089266736","2233.5199479610255","100","742.6","65"
"2G9h9Q1bPBzvYsDnTQkvlR","BEAM","L100*65*7","0.0008023246534726256","6.29824852976829","238362.44242795906","241852.37199079283","0.0008023246534726256","36510000","242000.00000000003","0.001","6.53","-92.77385978758969","23384.84089266736","2233.5199479610255","100","742.6","65"
"3J$eB_hpj1Gx7dTmRnTWC8","BEAM","L45*4","0.0014267254373583958","11.1997946832587","725058.941326802","747194.5886914623","0.0014267254373583958","63512000","747000","0.001","11.42","4335.072683303305","1231.1606470163788","2233.6277641273978","45","4167","45"
"2BYwo0F259phEZVjD2lyog","BEAM","L45*4","0.0014267254373583958","11.1997946832587","725058.941326802","747194.5886914623","0.0014267254373583958","63512000","747000","0.001","11.42","2233.37352568765","1231.1606470163788","4335.072683303305","45","4167","45"
"1do3j5ynv3kQaR1GdQ9QxX","BEAM","L45*4","0.0014267254373583958","11.1997946832587","725058.941326802","747194.5886914623","0.0014267254373583958","63512000","747000","0.001","11.42","131.9273166911606","1231.1606470163788","2233.37352568765","45","4167","45"
"3UJN$Fs_P59RtdAlq29iZn","BEAM","L45*4","0.0014267254373583958","11.1997946832587","725058.941326802","747194.5886914623","0.0014267254373583958","63512000","747000","0.001","11.42","2233.6277641273978","1231.1606470163788","131.9273166911606","45","4167","45"
"3nqsk5qaDA1fFXwzNUc6g5","BEAM","L35*4","0.00013541871171325582","1.06303688695039","69761.1583148174","72340.95318122809","0.00013541871171325582","64887000","72000.00000000001","0","1.08","2204.288588742529","28603.852197373475","2400.9689624048583","35","512.9","35"
"2$JX7iTnXEqvrsa55KMklD","BEAM","L35*4","0.00013541871171325582","1.06303688695039","69761.1583148174","72340.95318122809","0.00013541871171325582","64887000","72000.00000000001","0","1.08","2262.6251708995037","28603.852197373475","2065.9403210896644","35","512.9","35"
"3slOKoaMr6M9WrGCglCLJI","BEAM","L35*4","0.00013541871171325582","1.06303688695039","69761.1583148174","72340.95318122809","0.00013541871171325582","64887000","72000.00000000001","0","1.08","2065.9403210896644","28603.852197373475","2204.3767220593354","35","512.9","35"
"3HYJ2uzQn118LP9u3FcsMp","BEAM","L35*4","0.00013541871171325582","1.06303688695039","69761.1583148174","72340.95318122809","0.00013541871171325582","64887000","72000.00000000001","0","1.08","2401.0615701773454","28603.852197373475","2262.6251708995037","35","512.9","35"
"3JO3ykb$D8Sf4U9c$kyUjK","BEAM","L55*5","0.0012542995806403357","9.84545364910217","526618.6509671517","526618.6509671517","0.0012542995806403357","53489000","527000","0.001","9.850000000000001","1240.045098834791","3427.119583321436","4173.170346844347","55","2388.9","55"
"0BSUEfMCL93xCbFmG0eOZX","BEAM","L55*5","0.0012542995806403357","9.84545364910217","526618.6509671517","526618.6509671517","0.0012542995806403357","53489000","527000","0.001","9.850000000000001","4173.170346844347","3427.119583321436","3226.954902521695","55","2388.9","55"
"1C0a27e2L5SxZGqAc4l3K1","BEAM","L55*5","0.0012542995806403357","9.84545364910217","526618.6509671517","526618.6509671517","0.0012542995806403357","53489000","527000","0.001","9.850000000000001","3226.954902521695","3427.119583321436","293.82965310362965","55","2388.9","55"
"3qQ$jMXZn3AfLBm0udBmVJ","BEAM","L55*5","0.0012542995806403357","9.84545364910217","526618.6509671517","526618.6509671517","0.0012542995806403357","53489000","527000","0.001","9.850000000000001","293.82965310362965","3427.119583321436","1240.045098834791","55","2388.9","55"
"0XWkn8G7LF3utQjEWUaFny","BEAM","L40*4","0.000432471533964302","3.3935060230401595","220410.90549524405","228131.03205175413","0.000432471533964302","64107999.99999999","228000.00000000003","0","3.44","2239.8592571505196","23913.436696335695","1619.026407253333","40","1422","40"
"3ZLduuJW1BZvfr9fAIAeS1","BEAM","L40*4","0.0004556344880619136","3.57850718059998","235071.49072777005","240502.4447356986","0.0004556344880619136","64107999.99999999","241000.00000000003","0","3.67","1652.7730959140233","20937.814319885223","2240.388917989574","40","1516.6","40"
"39RdLTBNTAZvGQdvC8zdom","BEAM","L40*4","0.0004556344880619136","3.57850718059998","235071.49072777005","240502.4447356986","0.0004556344880619136","64107999.99999999","241000.00000000003","0","3.67","2814.2181332462837","20937.814319885223","2226.6110820083377","40","1516.6","40"
"3FVeHt2Vf1QfjwE7jA_bYK","BEAM","L40*4","0.0004556344880619136","3.57850718059998","235071.49072777005","240502.4447356986","0.0004556344880619136","64107999.99999999","241000.00000000003","0","3.67","1652.7730959140233","21907.814319878824","2240.388917989574","40","1516.6","40"
"0EkHrIHin11Beh2be1$bY4","BEAM","L40*4","0.0004556344880619136","3.57850718059998","235071.49072777005","240502.4447356986","0.0004556344880619136","64107999.99999999","241000.00000000003","0","3.67","2814.2181332462837","21907.814319878824","2226.6110820083377","40","1516.6","40"
"0o2r5$Mkv1P9jL0E81c02_","BEAM","L80*8","0.0003647996459272762","2.86367722021578","93299.9062833975","98431.90682245581","0.0003647996459272762","32210000.000000004","98000.00000000001","0","2.9","4640.222857750683","-2481.468214987957","-246.17038348396326","80","300","80"
"0Va6q1N3LFmvbZO$jWCOIN","BEAM","L80*8","0.0003647996459272762","2.86367722021578","93299.9062833975","98431.90682245581","0.0003647996459272762","32210000.000000004","98000.00000000001","0","2.9","4640.222857750683","-2481.468214987957","4713.170387681369","80","300","80"
"06W40clbDFfhm0sHfVO$tu","BEAM","L80*8","0.0003647996459272762","2.86367722021578","93299.9062833975","98431.90682245581","0.0003647996459272762","32210000.000000004","98000.00000000001","0","2.9","4704.242408582276","-2382.268470675885","-164.29518498386446","80","300","80"
"0AXkmepJ9FivMCxRkU6hwd","BEAM","L80*8","0.0003647996459272762","2.86367722021578","93299.9062833975","98431.90682245581","0.0003647996459272762","32210000.000000004","98000.00000000001","0","2.9","-83.94341762992438","-1489.4711149262048","-156.89064610479625","80","300","80"
"2jraFe3Un198jvXw5pwt4R","BEAM","L80*8","0.0003647996459272762","2.86367722021578","93299.9062833975","98431.90682245581","0.0003647996459272762","32210000.000000004","98000.00000000001","0","2.9","-83.94341762992438","-1489.4711149262048","4623.890645549372","80","300","80"
"1cKED5Gm5F_Oi3ghDVc$YS","BEAM","L80*8","0.0003647996459272762","2.86367722021578","93299.9062833975","98431.90682245581","0.0003647996459272762","32210000.000000004","98000.00000000001","0","2.9","-237.24241099462222","-2382.268470675885","4631.295187411534","80","300","80"
"1yv7jRJvb6ZfQ0ydsNdCMJ","BEAM","L80*8","0.0003647996459272762","2.86367722021578","93299.9062833975","98431.90682245581","0.0003647996459272762","32210000.000000004","98000.00000000001","0","2.9","4550.943132529831","-1489.4711149262048","4623.890645549372","80","300","80"
"1yB0H_ZBb1dvK01QHb7Ope","BEAM","L80*8","0.0003647996459272762","2.86367722021578","93299.9062833975","98431.90682245581","0.0003647996459272762","32210000.000000004","98000.00000000001","0","2.9","-147.96267047844918","-1390.2713929856188","-75.01544742368057","80","300","80"
"0TeBE4ZMjF7PyBYJOvPxTx","BEAM","L80*8","0.0003647996459272762","2.86367722021578","93299.9062833975","98431.90682245581","0.0003647996459272762","32210000.000000004","98000.00000000001","0","2.9","-173.22315663348937","-2481.468214987957","-246.17038348396326","80","300","80"
"1$kWxJ$Jr4OQB20CabEa31","BEAM","L80*8","0.0003647996459272762","2.86367722021578","93299.9062833975","98431.90682245581","0.0003647996459272762","32210000.000000004","98000.00000000001","0","2.9","-237.24241099462222","-2382.268470675885","-164.29518498386446","80","300","80"
"33YTeE4wP04BARxvho3taL","BEAM","L80*8","0.0003647996459272762","2.86367722021578","93299.9062833975","98431.90682245581","0.0003647996459272762","32210000.000000004","98000.00000000001","0","2.9","4550.943132529831","-1489.4711149262048","-156.89064610479625","80","300","80"
"1wXwBXjY920fFUORFvaPwi","BEAM","L80*8","0.0003647996459272762","2.86367722021578","93299.9062833975","98431.90682245581","0.0003647996459272762","32210000.000000004","98000.00000000001","0","2.9","4614.962669578866","-1390.2713929856188","-75.01544742368057","80","300","80"
"2pSns3bJnD_h0npEviSBdf","BEAM","L80*8","0.0003647996459272762","2.86367722021578","93299.9062833975","98431.90682245581","0.0003647996459272762","32210000.000000004","98000.00000000001","0","2.9","4614.962669578866","-1390.2713929856188","4542.0154497450585","80","300","80"
"3DW29gCbH5YvoCXxBqAaa6","BEAM","L80*8","0.0003647996459272762","2.86367722021578","93299.9062833975","98431.90682245581","0.0003647996459272762","32210000.000000004","98000.00000000001","0","2.9","4704.242408582276","-2382.268470675885","4631.295187411534","80","300","80"
"3_2Rd2wtH3_BK5AcLEE3lY","BEAM","L80*8","0.0003647996459272762","2.86367722021578","93299.9062833975","98431.90682245581","0.0003647996459272762","32210000.000000004","98000.00000000001","0","2.9","-173.22315663348937","-2481.468214987957","4713.170387681369","80","300","80"
"3dYiLKzQnEdf1cEDov_HZz","BEAM","L80*8","0.0003647996459272762","2.86367722021578","93299.9062833975","98431.90682245581","0.0003647996459272762","32210000.000000004","98000.00000000001","0","2.9","-147.96267047844918","-1390.2713929856188","4542.0154497450585","80","300","80"
"3CwHVRkyX61xSXCVtVY6sD","BEAM","L55*5","0.001151142718044788","9.036470336658631","483433.6151809518","483433.6151809518","0.001151142718044788","53498000.00000001","483000.00000000006","0.001","9.04","602.456314860464","6424.564550862323","3084.906845903892","55","2192.7","55"
"2dhe9Hfzf2pfmzBf8xq3Xu","BEAM","L55*5","0.001151142718044788","9.036470336658631","483433.6151809518","483433.6151809518","0.001151142718044788","53498000.00000001","483000.00000000006","0.001","9.04","1382.0931527470125","6424.564550862323","602.456314860464","55","2192.7","55"
"1pK6T$Zgv3vQaTZMjZen9D","BEAM","L55*5","0.001151142718044788","9.036470336658631","483433.6151809518","483433.6151809518","0.001151142718044788","53498000.00000001","483000.00000000006","0.001","9.04","3084.906845903892","6424.564550862323","3864.543687574792","55","2192.7","55"
"3vcz0T9Qj2J81MDW0vePqX","BEAM","L55*5","0.001151142718044788","9.036470336658631","483433.6151809518","483433.6151809518","0.001151142718044788","53498000.00000001","483000.00000000006","0.001","9.04","3864.543687574792","6424.564550862323","1382.0931527470125","55","2192.7","55"
"0x96vKwgjFlhvcYhSqMYZO","BEAM","L40*4","0.0001720560905163558","1.3506403105529798","87725.96788318844","91163.83711385411","0.0001720560905163558","64107999.99999999","91000","0","1.37","4818.3601278549995","19388.52631376837","2205.296705999245","40","566.0000000000001","40"
"33YBU3itz5Zwv8LkqH8K1A","BEAM","L40*4","0.0001720560905163558","1.3506403105529798","87725.96788318844","91163.83711385411","0.0001720560905163558","64107999.99999999","91000","0","1.37","-351.43211932759255","19388.52631376837","2205.3828778602465","40","566.0000000000001","40"
"1hQYcXTUfEaQviwcAKXCT6","BEAM","L40*4","0.0001720560905163558","1.3506403105529798","87725.96788318844","91163.83711385411","0.0001720560905163558","64107999.99999999","91000","0","1.37","-351.3604086952884","23388.52631376557","2205.296705999245","40","566.0000000000001","40"
"2MtuhlTrXEYBXk1gdeoQDV","BEAM","L45*4","0.0009784023027484075","7.680458076567529","494889.5226342981","512642.6932986028","0.0009784023027484075","63512000","513000.00000000006","0.001","7.79","3257.484705863031","1228.672640838867","3255.2445385377177","45","2844.2","45"
"3g9jjUjVfBcQlpAVCfm7l0","BEAM","L45*4","0.0009784023027484075","7.680458076567529","494889.5226342981","512642.6932986028","0.0009784023027484075","63512000","513000.00000000006","0.001","7.79","1211.9795547701008","1228.672640838867","3257.7088032769434","45","2844.2","45"
"00EyBzWzLC58VminHjP04j","BEAM","L45*4","0.0009784023027484075","7.680458076567529","494889.5226342981","512642.6932986028","0.0009784023027484075","63512000","513000.00000000006","0.001","7.79","3255.0204411127675","1228.672640838867","1209.739385922414","45","2844.2","45"
"0iZ6oRAiv7muYsHeEi12Ln","BEAM","L45*4","0.0009784023027484075","7.680458076567529","494889.5226342981","512642.6932986028","0.0009784023027484075","63512000","513000.00000000006","0.001","7.79","1209.5152907398851","1228.672640838867","1212.203649955742","45","2844.2","45"
"0dHVWv5zv5p9pSpLgviuCu","BEAM","PL6*310","0.00025375522638562985","1.99","89769.41272157329","89769.41272157329","0.00025375522638562985","45065000.00000001","90000","0","1.99","1627.5073030568794","24314.546630150086","2828.419420916504","310","194.1","6"
"2v8qKFJ7T2sfnsMFVSyDUw","BEAM","L35*4","0.00013494081317402568","1.05928538341776","69514.96814490716","72087.52213773842","0.00013494081317402568","64887000","72000.00000000001","0","1.07","472.8515676300132","19670.53289010728","2599.409825609972","35","511.1","35"
"1IaaIfZhT7BhOBMyzTmAcB","BEAM","L35*4","0.00013494081317402568","1.05928538341776","69514.96814490716","72087.52213773842","0.00013494081317402568","64887000","72000.00000000001","0","1.07","3994.148432158821","19670.53289010728","1868.5364399004293","35","511.1","35"
"1qy1YDnsH689bWwl2Ql208","BEAM","L35*4","0.00013494081317402568","1.05928538341776","69514.96814490716","72087.52213773842","0.00013494081317402568","64887000","72000.00000000001","0","1.07","3994.365737443162","19670.53289010728","2599.3102483389125","35","511.1","35"
"393IM_Ze9AeAn3QgvG39dv","BEAM","L35*4","0.00013494081317402568","1.05928538341776","69514.96814490716","72087.52213773842","0.00013494081317402568","64887000","72000.00000000001","0","1.07","472.8515676300132","23670.532890106777","2599.409825609972","35","511.1","35"
"3OI8qqplf1auflvK_BpiYu","BEAM","L100*8","0.004099557719093082","32.18152809567259","1040903.2889726298","1070665.1560148445","0.004099557719093082","32053000","1071000","0.004","32.47","-91.67432399733669","-1331.7801392030308","-91.67432399733669","100","2669","100"
"1BMhQObNXF$QZkai1yTo49","BEAM","L100*8","0.004099557719093082","32.18152809567259","1040903.2889726298","1070665.1560148445","0.004099557719093082","32053000","1071000","0.004","32.47","-91.67432399733669","-1331.7801392030308","4558.674324572444","100","2669","100"
"2tEnwXSaL6mAYfDTvk8RGz","BEAM","L100*8","0.004099557719093082","32.18152809567259","1040903.2889726298","1070665.1560148445","0.004099557719093082","32053000","1071000","0.004","32.47","4558.674324572444","-1331.7801392030308","4558.674324572444","100","2669","100"
"053RUg$VvEpQhFbAd_tG_r","BEAM","L100*8","0.004099557719093082","32.18152809567259","1040903.2889726298","1070665.1560148445","0.004099557719093082","32053000","1071000","0.004","32.47","4558.674324572444","-1331.7801392030308","-91.67432399733669","100","2669","100"
"0K5cpAvOLFoAXgieKxIXWi","BEAM","L55*5","0.001151142718044788","9.036470336658631","483433.6151809518","483433.6151809518","0.001151142718044788","53498000.00000001","483000.00000000006","0.001","9.04","564.2559300794193","6427.996106018194","1382.160329135173","55","2192.7","55"
"24oEPz1Lr4EO13d_$9HqgE","BEAM","L55*5","0.001151142718044788","9.036470336658631","483433.6151809518","483433.6151809518","0.001151142718044788","53498000.00000001","483000.00000000006","0.001","9.04","3084.8396694793983","6427.996106018194","564.2559300794193","55","2192.7","55"
"3GkgBZB1b9BwHXzSl3ihz5","BEAM","L55*5","0.001151142718044788","9.036470336658631","483433.6151809518","483433.6151809518","0.001151142718044788","53498000.00000001","483000.00000000006","0.001","9.04","3902.74407357329","6427.996106018194","3084.8396694793983","55","2192.7","55"
"0cQy9JhwvCWQbhxmV0rl_x","BEAM","L55*5","0.001151142718044788","9.036470336658631","483433.6151809518","483433.6151809518","0.001151142718044788","53498000.00000001","483000.00000000006","0.001","9.04","1382.160329135173","6427.996106018194","3902.74407357329","55","2192.7","55"
"2yHkjowEXFLuLnWowTWtEF","BEAM","L40*4","0.000432471533964302","3.3935060230401595","220410.90549524405","228131.03205175413","0.000432471533964302","64107999.99999999","228000.00000000003","0","3.44","2227.1671321611775","19913.43784842292","2847.9735883523886","40","1422","40"
"0$xWCLrmP03e0IGFnFxjGs","BEAM","L40*4","0.000432471533964302","3.3935060230401595","220410.90549524405","228131.03205175413","0.000432471533964302","64107999.99999999","228000.00000000003","0","3.44","2239.8592571505196","19913.43784842292","1619.026407253333","40","1422","40"
"0z2J7QAGXB9eLjcf64lx_8","BEAM","L50*5","0.0005408774244796023","4.2458877821652","225000.00000000003","228637.5662317639","0.0005408774244796023","51486000","229000.00000000003","0.001","4.37","2809.0445295561726","23414.563732090206","2230.6713815293756","50","1160","50"
"3R_Wvxf6v3XRJlppp6A00Z","BEAM","L40*4","0.0007057346979948852","5.5400173792568195","359831.83893411","372047.3147340124","0.0007057346979948852","64107999.99999999","372047.3147340124","0.001","5.609999999999999","2297.830246604943","13624.97833570883","3220.770997345704","40","2321.5","40"
"0flNLUAd9FyBGjvrRa5Qy9","BEAM","L40*4","0.0007057346979948852","5.5400173792568195","359831.83893411","372047.3147340124","0.0007057346979948852","64107999.99999999","372047.3147340124","0.001","5.609999999999999","2297.7291428107997","13627.845551316594","1215.3285519615265","40","2321.5","40"
"3LYp1CiQDB4hCudiKZRgnn","BEAM","L40*4","0.0007057346979948852","5.5400173792568195","359831.83893411","372047.3147340124","0.0007057346979948852","64107999.99999999","372047.3147340124","0.001","5.609999999999999","1215.3285519615265","13627.845551316594","2169.270554344928","40","2321.5","40"
"1O0ttMIQXEo9NftEuF$J8Z","BEAM","L40*4","0.0007057346979948852","5.5400173792568195","359831.83893411","372047.3147340124","0.0007057346979948852","64107999.99999999","372047.3147340124","0.001","5.609999999999999","2169.169439818328","13624.97833570883","1246.2292444992954","40","2321.5","40"
"3dxFbcl3D47w_SQyACk9e9","BEAM","L40*4","0.0007057346979948852","5.5400173792568195","359831.83893411","372047.3147340124","0.0007057346979948852","64107999.99999999","372047.3147340124","0.001","5.609999999999999","2169.270554344928","13627.845551316594","3251.6717475106516","40","2321.5","40"
"0wIVcBoUf4pRXiyGsysamc","BEAM","L40*4","0.0007057346979948852","5.5400173792568195","359831.83893411","372047.3147340124","0.0007057346979948852","64107999.99999999","372047.3147340124","0.001","5.609999999999999","3251.6717475106516","13627.845551316594","2297.7291428107997","40","2321.5","40"
"0ruOj6LZrFi8lqvac5h8YG","BEAM","L40*4","0.0007057346979948852","5.5400173792568195","359831.83893411","372047.3147340124","0.0007057346979948852","64107999.99999999","372047.3147340124","0.001","5.609999999999999","3220.770997345704","13624.97833570883","2169.169439818328","40","2321.5","40"
"10yPmREMr42h50KUU5YQM9","BEAM","L40*4","0.0007057346979948852","5.5400173792568195","359831.83893411","372047.3147340124","0.0007057346979948852","64107999.99999999","372047.3147340124","0.001","5.609999999999999","1246.2292444992954","13624.97833570883","2297.830246604943","40","2321.5","40"
"1m3OpyT$11cRtGLEUlyrEy","BEAM","L45*4","0.0005594607421795959","4.39176682610465","286384.40575443016","293393.3201660209","0.0005594607421795959","63512000","293000.00000000006","0.001","4.5","2224.654713915679","18783.33385037796","1654.0025832368208","45","1645.9","45"
"1udRBQfun5VeUw60iJXoyS","BEAM","L60*6","0.00007593332899608362","0.5960766326194611","25866.1773490993","28011.27333193068","0.00007593332899608362","42953999.99999999","28011.27333193068","0","0.6","-113.10624799493856","19450.78886115481","1989.4392947411343","60","111","60"
"2eCRGiDoTAUOWVRwe3B9Sz","BEAM","L60*6","0.00007593332899608362","0.5960766326194611","25866.1773490993","28011.27333193068","0.00007593332899608362","42953999.99999999","28011.27333193068","0","0.6","-613.4196304175937","23450.788861154313","2098.243742556665","60","111","60"
"0s0eiHnr57pBIy9OLxbXhX","BEAM","L60*6","0.00007593332899608362","0.5960766326194611","25866.1773490993","28011.27333193068","0.00007593332899608362","42953999.99999999","28011.27333193068","0","0.6","5080.419630406192","19450.78886115481","2098.243742556665","60","111","60"
"3j7MsLpgP7mwHnOrDBZk78","BEAM","L60*6","0.00007593332899608362","0.5960766326194611","25866.1773490993","28011.27333193068","0.00007593332899608362","42953999.99999999","28011.27333193068","0","0.6","4580.106247978062","19450.78886115481","1989.4392947411343","60","111","60"
"0daZSyvaTEIOwQyigzGU3U","BEAM","L60*6","0.00007593332899608362","0.5960766326194611","25866.1773490993","28011.27333193068","0.00007593332899608362","42953999.99999999","28011.27333193068","0","0.6","4580.106247978062","19450.80598070424","2477.5975292396506","60","111","60"
"0amoLCSx93FA9hY7kp06Av","BEAM","L60*6","0.00007593332899608362","0.5960766326194611","25866.1773490993","28011.27333193068","0.00007593332899608362","42953999.99999999","28011.27333193068","0","0.6","5080.419630406192","19450.80598070424","2368.7619771551813","60","111","60"
"23d7yflrb8h9016nacHWMT","BEAM","L60*6","0.00007593332899608362","0.5960766326194611","25866.1773490993","28011.27333193068","0.00007593332899608362","42953999.99999999","28011.27333193068","0","0.6","-113.10624799493856","19450.80598070424","2477.5975292396506","60","111","60"
"1GEfk5DCP8fhrkOSIAk3u8","BEAM","L60*6","0.00007593332899608362","0.5960766326194611","25866.1773490993","28011.27333193068","0.00007593332899608362","42953999.99999999","28011.27333193068","0","0.6","-613.4196304175937","19450.78886115481","2098.243742556665","60","111","60"
"2Ze2azynvCCOLzPLl9Ecj4","BEAM","L60*6","0.00007593332899608362","0.5960766326194611","25866.1773490993","28011.27333193068","0.00007593332899608362","42953999.99999999","28011.27333193068","0","0.6","-613.4196304175937","19450.80598070424","2368.7619771551813","60","111","60"
"3XWCdmbkrEBA$QyQSa__zW","BEAM","L60*6","0.00007593332899608362","0.5960766326194611","25866.1773490993","28011.27333193068","0.00007593332899608362","42953999.99999999","28011.27333193068","0","0.6","-113.10624799493856","23450.788861154313","1989.4392947411343","60","111","60"
"2W2g0Ds5X79QDZrSP5zXe1","BEAM","L60*6","0.00007593332899608362","0.5960766326194611","25866.1773490993","28011.27333193068","0.00007593332899608362","42953999.99999999","28011.27333193068","0","0.6","-113.10624799493856","23450.80598067849","2477.5975292396506","60","111","60"
"1l7FZh3RvCGuYuaBkMt5wG","BEAM","L60*6","0.00007593332899608362","0.5960766326194611","25866.1773490993","28011.27333193068","0.00007593332899608362","42953999.99999999","28011.27333193068","0","0.6","-613.4196304175937","23450.80598067849","2368.7619771551813","60","111","60"
